# Height[km]  Transmittance  Weighting_Function
12.230000        0.775061        0.028350
12.235000        0.775202        0.028335
12.240000        0.775344        0.028320
12.245000        0.775485        0.028305
12.250000        0.775627        0.028290
12.255000        0.775768        0.028275
12.260000        0.775910        0.028260
12.265000        0.776051        0.028245
12.270000        0.776192        0.028230
12.275000        0.776333        0.028215
12.280000        0.776474        0.028200
12.285000        0.776615        0.028184
12.290000        0.776756        0.028169
12.295000        0.776897        0.028154
12.300000        0.777037        0.028139
12.305000        0.777178        0.028124
12.310000        0.777318        0.028109
12.315000        0.777459        0.028094
12.320000        0.777599        0.028079
12.325000        0.777740        0.028064
12.330000        0.777880        0.028050
12.335000        0.778020        0.028035
12.340000        0.778160        0.028020
12.345000        0.778300        0.028005
12.350000        0.778440        0.027990
12.355000        0.778580        0.027975
12.360000        0.778720        0.027960
12.365000        0.778859        0.027945
12.370000        0.778999        0.027930
12.375000        0.779139        0.027915
12.380000        0.779278        0.027900
12.385000        0.779418        0.027885
12.390000        0.779557        0.027870
12.395000        0.779696        0.027855
12.400000        0.779835        0.027840
12.405000        0.779975        0.027825
12.410000        0.780114        0.027810
12.415000        0.780253        0.027796
12.420000        0.780392        0.027781
12.425000        0.780530        0.027766
12.430000        0.780669        0.027751
12.435000        0.780808        0.027736
12.440000        0.780946        0.027721
12.445000        0.781085        0.027706
12.450000        0.781223        0.027691
12.455000        0.781362        0.027676
12.460000        0.781500        0.027662
12.465000        0.781638        0.027647
12.470000        0.781776        0.027632
12.475000        0.781915        0.027617
12.480000        0.782053        0.027602
12.485000        0.782190        0.027587
12.490000        0.782328        0.027572
12.495000        0.782466        0.027558
12.500000        0.782604        0.027543
12.505000        0.782741        0.027528
12.510000        0.782879        0.027513
12.515000        0.783017        0.027498
12.520000        0.783154        0.027484
12.525000        0.783291        0.027469
12.530000        0.783429        0.027454
12.535000        0.783566        0.027439
12.540000        0.783703        0.027424
12.545000        0.783840        0.027410
12.550000        0.783977        0.027395
12.555000        0.784114        0.027380
12.560000        0.784251        0.027365
12.565000        0.784387        0.027350
12.570000        0.784524        0.027336
12.575000        0.784661        0.027321
12.580000        0.784797        0.027306
12.585000        0.784934        0.027291
12.590000        0.785070        0.027277
12.595000        0.785206        0.027262
12.600000        0.785343        0.027247
12.605000        0.785479        0.027232
12.610000        0.785615        0.027218
12.615000        0.785751        0.027203
12.620000        0.785887        0.027188
12.625000        0.786023        0.027174
12.630000        0.786158        0.027159
12.635000        0.786294        0.027144
12.640000        0.786430        0.027129
12.645000        0.786565        0.027115
12.650000        0.786701        0.027100
12.655000        0.786836        0.027085
12.660000        0.786972        0.027071
12.665000        0.787107        0.027056
12.670000        0.787242        0.027041
12.675000        0.787377        0.027027
12.680000        0.787512        0.027012
12.685000        0.787647        0.026997
12.690000        0.787782        0.026983
12.695000        0.787917        0.026968
12.700000        0.788052        0.026953
12.705000        0.788187        0.026939
12.710000        0.788321        0.026924
12.715000        0.788456        0.026910
12.720000        0.788590        0.026895
12.725000        0.788725        0.026880
12.730000        0.788859        0.026866
12.735000        0.788993        0.026851
12.740000        0.789127        0.026836
12.745000        0.789261        0.026822
12.750000        0.789396        0.026807
12.755000        0.789529        0.026793
12.760000        0.789663        0.026778
12.765000        0.789797        0.026763
12.770000        0.789931        0.026749
12.775000        0.790065        0.026734
12.780000        0.790198        0.026720
12.785000        0.790332        0.026705
12.790000        0.790465        0.026691
12.795000        0.790599        0.026676
12.800000        0.790732        0.026662
12.805000        0.790865        0.026647
12.810000        0.790998        0.026632
12.815000        0.791131        0.026618
12.820000        0.791264        0.026603
12.825000        0.791397        0.026589
12.830000        0.791530        0.026574
12.835000        0.791663        0.026560
12.840000        0.791796        0.026545
12.845000        0.791928        0.026531
12.850000        0.792061        0.026516
12.855000        0.792193        0.026502
12.860000        0.792326        0.026487
12.865000        0.792458        0.026473
12.870000        0.792591        0.026458
12.875000        0.792723        0.026444
12.880000        0.792855        0.026429
12.885000        0.792987        0.026415
12.890000        0.793119        0.026400
12.895000        0.793251        0.026386
12.900000        0.793383        0.026371
12.905000        0.793515        0.026357
12.910000        0.793646        0.026343
12.915000        0.793778        0.026328
12.920000        0.793909        0.026314
12.925000        0.794041        0.026299
12.930000        0.794172        0.026285
12.935000        0.794304        0.026270
12.940000        0.794435        0.026256
12.945000        0.794566        0.026242
12.950000        0.794697        0.026227
12.955000        0.794828        0.026213
12.960000        0.794959        0.026198
12.965000        0.795090        0.026184
12.970000        0.795221        0.026170
12.975000        0.795352        0.026155
12.980000        0.795483        0.026141
12.985000        0.795613        0.026126
12.990000        0.795744        0.026112
12.995000        0.795874        0.026098
13.000000        0.796005        0.026083
13.005000        0.796135        0.026069
13.010000        0.796265        0.026055
13.015000        0.796396        0.026040
13.020000        0.796526        0.026026
13.025000        0.796656        0.026012
13.030000        0.796786        0.025997
13.035000        0.796916        0.025983
13.040000        0.797046        0.025969
13.045000        0.797175        0.025954
13.050000        0.797305        0.025940
13.055000        0.797435        0.025926
13.060000        0.797564        0.025911
13.065000        0.797694        0.025897
13.070000        0.797823        0.025883
13.075000        0.797952        0.025869
13.080000        0.798082        0.025854
13.085000        0.798211        0.025840
13.090000        0.798340        0.025826
13.095000        0.798469        0.025811
13.100000        0.798598        0.025797
13.105000        0.798727        0.025783
13.110000        0.798856        0.025769
13.115000        0.798985        0.025754
13.120000        0.799113        0.025740
13.125000        0.799242        0.025726
13.130000        0.799371        0.025712
13.135000        0.799499        0.025698
13.140000        0.799627        0.025683
13.145000        0.799756        0.025669
13.150000        0.799884        0.025655
13.155000        0.800012        0.025641
13.160000        0.800140        0.025626
13.165000        0.800268        0.025612
13.170000        0.800396        0.025598
13.175000        0.800524        0.025584
13.180000        0.800652        0.025570
13.185000        0.800780        0.025556
13.190000        0.800908        0.025541
13.195000        0.801035        0.025527
13.200000        0.801163        0.025513
13.205000        0.801290        0.025499
13.210000        0.801418        0.025485
13.215000        0.801545        0.025471
13.220000        0.801672        0.025456
13.225000        0.801800        0.025442
13.230000        0.801927        0.025428
13.235000        0.802054        0.025414
13.240000        0.802181        0.025400
13.245000        0.802308        0.025386
13.250000        0.802435        0.025372
13.255000        0.802561        0.025358
13.260000        0.802688        0.025343
13.265000        0.802815        0.025329
13.270000        0.802941        0.025315
13.275000        0.803068        0.025301
13.280000        0.803194        0.025287
13.285000        0.803321        0.025273
13.290000        0.803447        0.025259
13.295000        0.803573        0.025245
13.300000        0.803699        0.025231
13.305000        0.803825        0.025217
13.310000        0.803951        0.025203
13.315000        0.804077        0.025189
13.320000        0.804203        0.025175
13.325000        0.804329        0.025161
13.330000        0.804455        0.025147
13.335000        0.804580        0.025132
13.340000        0.804706        0.025118
13.345000        0.804832        0.025104
13.350000        0.804957        0.025090
13.355000        0.805082        0.025076
13.360000        0.805208        0.025062
13.365000        0.805333        0.025048
13.370000        0.805458        0.025034
13.375000        0.805583        0.025020
13.380000        0.805708        0.025006
13.385000        0.805833        0.024992
13.390000        0.805958        0.024978
13.395000        0.806083        0.024965
13.400000        0.806208        0.024951
13.405000        0.806332        0.024937
13.410000        0.806457        0.024923
13.415000        0.806582        0.024909
13.420000        0.806706        0.024895
13.425000        0.806830        0.024881
13.430000        0.806955        0.024867
13.435000        0.807079        0.024853
13.440000        0.807203        0.024839
13.445000        0.807327        0.024825
13.450000        0.807451        0.024811
13.455000        0.807575        0.024797
13.460000        0.807699        0.024783
13.465000        0.807823        0.024770
13.470000        0.807947        0.024756
13.475000        0.808071        0.024742
13.480000        0.808194        0.024728
13.485000        0.808318        0.024714
13.490000        0.808441        0.024700
13.495000        0.808565        0.024686
13.500000        0.808688        0.024672
13.505000        0.808811        0.024659
13.510000        0.808935        0.024645
13.515000        0.809058        0.024631
13.520000        0.809181        0.024617
13.525000        0.809304        0.024603
13.530000        0.809427        0.024589
13.535000        0.809550        0.024575
13.540000        0.809673        0.024562
13.545000        0.809795        0.024548
13.550000        0.809918        0.024534
13.555000        0.810041        0.024520
13.560000        0.810163        0.024506
13.565000        0.810286        0.024493
13.570000        0.810408        0.024479
13.575000        0.810530        0.024465
13.580000        0.810653        0.024451
13.585000        0.810775        0.024437
13.590000        0.810897        0.024424
13.595000        0.811019        0.024410
13.600000        0.811141        0.024396
13.605000        0.811263        0.024382
13.610000        0.811385        0.024369
13.615000        0.811506        0.024355
13.620000        0.811628        0.024341
13.625000        0.811750        0.024327
13.630000        0.811871        0.024314
13.635000        0.811993        0.024300
13.640000        0.812114        0.024286
13.645000        0.812236        0.024273
13.650000        0.812357        0.024259
13.655000        0.812478        0.024245
13.660000        0.812599        0.024231
13.665000        0.812720        0.024218
13.670000        0.812841        0.024204
13.675000        0.812962        0.024190
13.680000        0.813083        0.024177
13.685000        0.813204        0.024163
13.690000        0.813325        0.024149
13.695000        0.813445        0.024136
13.700000        0.813566        0.024122
13.705000        0.813687        0.024108
13.710000        0.813807        0.024095
13.715000        0.813927        0.024081
13.720000        0.814048        0.024068
13.725000        0.814168        0.024054
13.730000        0.814288        0.024040
13.735000        0.814408        0.024027
13.740000        0.814528        0.024013
13.745000        0.814648        0.023999
13.750000        0.814768        0.023986
13.755000        0.814888        0.023972
13.760000        0.815008        0.023959
13.765000        0.815128        0.023945
13.770000        0.815247        0.023931
13.775000        0.815367        0.023918
13.780000        0.815487        0.023904
13.785000        0.815606        0.023891
13.790000        0.815725        0.023877
13.795000        0.815845        0.023864
13.800000        0.815964        0.023850
13.805000        0.816083        0.023837
13.810000        0.816202        0.023823
13.815000        0.816321        0.023809
13.820000        0.816440        0.023796
13.825000        0.816559        0.023782
13.830000        0.816678        0.023769
13.835000        0.816797        0.023755
13.840000        0.816916        0.023742
13.845000        0.817034        0.023728
13.850000        0.817153        0.023715
13.855000        0.817271        0.023701
13.860000        0.817390        0.023688
13.865000        0.817508        0.023674
13.870000        0.817626        0.023661
13.875000        0.817745        0.023647
13.880000        0.817863        0.023634
13.885000        0.817981        0.023620
13.890000        0.818099        0.023607
13.895000        0.818217        0.023594
13.900000        0.818335        0.023580
13.905000        0.818453        0.023567
13.910000        0.818570        0.023553
13.915000        0.818688        0.023540
13.920000        0.818806        0.023526
13.925000        0.818923        0.023513
13.930000        0.819041        0.023500
13.935000        0.819158        0.023486
13.940000        0.819276        0.023473
13.945000        0.819393        0.023459
13.950000        0.819510        0.023446
13.955000        0.819627        0.023433
13.960000        0.819744        0.023419
13.965000        0.819861        0.023406
13.970000        0.819978        0.023392
13.975000        0.820095        0.023379
13.980000        0.820212        0.023366
13.985000        0.820329        0.023352
13.990000        0.820446        0.023339
13.995000        0.820562        0.023326
14.000000        0.820679        0.023312
14.005000        0.820795        0.023299
14.010000        0.820912        0.023286
14.015000        0.821028        0.023272
14.020000        0.821144        0.023259
14.025000        0.821261        0.023246
14.030000        0.821377        0.023232
14.035000        0.821493        0.023219
14.040000        0.821609        0.023206
14.045000        0.821725        0.023192
14.050000        0.821841        0.023179
14.055000        0.821957        0.023166
14.060000        0.822072        0.023153
14.065000        0.822188        0.023139
14.070000        0.822304        0.023126
14.075000        0.822419        0.023113
14.080000        0.822535        0.023099
14.085000        0.822650        0.023086
14.090000        0.822765        0.023073
14.095000        0.822881        0.023060
14.100000        0.822996        0.023046
14.105000        0.823111        0.023033
14.110000        0.823226        0.023020
14.115000        0.823341        0.023007
14.120000        0.823456        0.022994
14.125000        0.823571        0.022980
14.130000        0.823686        0.022967
14.135000        0.823801        0.022954
14.140000        0.823915        0.022941
14.145000        0.824030        0.022928
14.150000        0.824145        0.022914
14.155000        0.824259        0.022901
14.160000        0.824374        0.022888
14.165000        0.824488        0.022875
14.170000        0.824602        0.022862
14.175000        0.824717        0.022849
14.180000        0.824831        0.022835
14.185000        0.824945        0.022822
14.190000        0.825059        0.022809
14.195000        0.825173        0.022796
14.200000        0.825287        0.022783
14.205000        0.825401        0.022770
14.210000        0.825514        0.022757
14.215000        0.825628        0.022743
14.220000        0.825742        0.022730
14.225000        0.825855        0.022717
14.230000        0.825969        0.022704
14.235000        0.826082        0.022691
14.240000        0.826196        0.022678
14.245000        0.826309        0.022665
14.250000        0.826422        0.022652
14.255000        0.826536        0.022639
14.260000        0.826649        0.022626
14.265000        0.826762        0.022613
14.270000        0.826875        0.022600
14.275000        0.826988        0.022587
14.280000        0.827100        0.022573
14.285000        0.827213        0.022560
14.290000        0.827326        0.022547
14.295000        0.827439        0.022534
14.300000        0.827551        0.022521
14.305000        0.827664        0.022508
14.310000        0.827776        0.022495
14.315000        0.827889        0.022482
14.320000        0.828001        0.022469
14.325000        0.828113        0.022456
14.330000        0.828226        0.022443
14.335000        0.828338        0.022430
14.340000        0.828450        0.022417
14.345000        0.828562        0.022404
14.350000        0.828674        0.022391
14.355000        0.828786        0.022378
14.360000        0.828898        0.022365
14.365000        0.829009        0.022353
14.370000        0.829121        0.022340
14.375000        0.829233        0.022327
14.380000        0.829344        0.022314
14.385000        0.829456        0.022301
14.390000        0.829567        0.022288
14.395000        0.829679        0.022275
14.400000        0.829790        0.022262
14.405000        0.829901        0.022249
14.410000        0.830012        0.022236
14.415000        0.830123        0.022223
14.420000        0.830234        0.022210
14.425000        0.830345        0.022197
14.430000        0.830456        0.022185
14.435000        0.830567        0.022172
14.440000        0.830678        0.022159
14.445000        0.830789        0.022146
14.450000        0.830899        0.022133
14.455000        0.831010        0.022120
14.460000        0.831121        0.022107
14.465000        0.831231        0.022095
14.470000        0.831341        0.022082
14.475000        0.831452        0.022069
14.480000        0.831562        0.022056
14.485000        0.831672        0.022043
14.490000        0.831782        0.022030
14.495000        0.831892        0.022018
14.500000        0.832002        0.022005
14.505000        0.832112        0.021992
14.510000        0.832222        0.021979
14.515000        0.832332        0.021966
14.520000        0.832442        0.021954
14.525000        0.832552        0.021941
14.530000        0.832661        0.021928
14.535000        0.832771        0.021915
14.540000        0.832880        0.021902
14.545000        0.832990        0.021890
14.550000        0.833099        0.021877
14.555000        0.833209        0.021864
14.560000        0.833318        0.021851
14.565000        0.833427        0.021839
14.570000        0.833536        0.021826
14.575000        0.833645        0.021813
14.580000        0.833754        0.021801
14.585000        0.833863        0.021788
14.590000        0.833972        0.021775
14.595000        0.834081        0.021762
14.600000        0.834190        0.021750
14.605000        0.834298        0.021737
14.610000        0.834407        0.021724
14.615000        0.834515        0.021712
14.620000        0.834624        0.021699
14.625000        0.834732        0.021686
14.630000        0.834841        0.021674
14.635000        0.834949        0.021661
14.640000        0.835057        0.021648
14.645000        0.835165        0.021636
14.650000        0.835274        0.021623
14.655000        0.835382        0.021610
14.660000        0.835490        0.021598
14.665000        0.835598        0.021585
14.670000        0.835705        0.021572
14.675000        0.835813        0.021560
14.680000        0.835921        0.021547
14.685000        0.836029        0.021535
14.690000        0.836136        0.021522
14.695000        0.836244        0.021509
14.700000        0.836351        0.021497
14.705000        0.836459        0.021484
14.710000        0.836566        0.021472
14.715000        0.836673        0.021459
14.720000        0.836781        0.021446
14.725000        0.836888        0.021434
14.730000        0.836995        0.021421
14.735000        0.837102        0.021409
14.740000        0.837209        0.021396
14.745000        0.837316        0.021384
14.750000        0.837423        0.021371
14.755000        0.837529        0.021359
14.760000        0.837636        0.021346
14.765000        0.837743        0.021334
14.770000        0.837849        0.021321
14.775000        0.837956        0.021308
14.780000        0.838062        0.021296
14.785000        0.838169        0.021283
14.790000        0.838275        0.021271
14.795000        0.838381        0.021258
14.800000        0.838488        0.021246
14.805000        0.838594        0.021234
14.810000        0.838700        0.021221
14.815000        0.838806        0.021209
14.820000        0.838912        0.021196
14.825000        0.839018        0.021184
14.830000        0.839124        0.021171
14.835000        0.839230        0.021159
14.840000        0.839335        0.021146
14.845000        0.839441        0.021134
14.850000        0.839547        0.021121
14.855000        0.839652        0.021109
14.860000        0.839758        0.021097
14.865000        0.839863        0.021084
14.870000        0.839968        0.021072
14.875000        0.840074        0.021059
14.880000        0.840179        0.021047
14.885000        0.840284        0.021035
14.890000        0.840389        0.021022
14.895000        0.840494        0.021010
14.900000        0.840599        0.020997
14.905000        0.840704        0.020985
14.910000        0.840809        0.020973
14.915000        0.840914        0.020960
14.920000        0.841019        0.020948
14.925000        0.841123        0.020936
14.930000        0.841228        0.020923
14.935000        0.841332        0.020911
14.940000        0.841437        0.020899
14.945000        0.841541        0.020886
14.950000        0.841646        0.020874
14.955000        0.841750        0.020862
14.960000        0.841854        0.020849
14.965000        0.841958        0.020837
14.970000        0.842063        0.020825
14.975000        0.842167        0.020812
14.980000        0.842271        0.020800
14.985000        0.842375        0.020788
14.990000        0.842478        0.020776
14.995000        0.842582        0.020763
15.000000        0.842686        0.020751
15.005000        0.842790        0.020739
15.010000        0.842893        0.020726
15.015000        0.842997        0.020714
15.020000        0.843100        0.020702
15.025000        0.843204        0.020690
15.030000        0.843307        0.020677
15.035000        0.843411        0.020665
15.040000        0.843514        0.020653
15.045000        0.843617        0.020641
15.050000        0.843720        0.020629
15.055000        0.843823        0.020616
15.060000        0.843926        0.020604
15.065000        0.844029        0.020592
15.070000        0.844132        0.020580
15.075000        0.844235        0.020568
15.080000        0.844338        0.020555
15.085000        0.844441        0.020543
15.090000        0.844543        0.020531
15.095000        0.844646        0.020519
15.100000        0.844748        0.020507
15.105000        0.844851        0.020495
15.110000        0.844953        0.020482
15.115000        0.845056        0.020470
15.120000        0.845158        0.020458
15.125000        0.845260        0.020446
15.130000        0.845362        0.020434
15.135000        0.845464        0.020422
15.140000        0.845566        0.020410
15.145000        0.845668        0.020398
15.150000        0.845770        0.020385
15.155000        0.845872        0.020373
15.160000        0.845974        0.020361
15.165000        0.846076        0.020349
15.170000        0.846177        0.020337
15.175000        0.846279        0.020325
15.180000        0.846381        0.020313
15.185000        0.846482        0.020301
15.190000        0.846584        0.020289
15.195000        0.846685        0.020277
15.200000        0.846786        0.020265
15.205000        0.846888        0.020253
15.210000        0.846989        0.020241
15.215000        0.847090        0.020229
15.220000        0.847191        0.020216
15.225000        0.847292        0.020204
15.230000        0.847393        0.020192
15.235000        0.847494        0.020180
15.240000        0.847595        0.020168
15.245000        0.847695        0.020156
15.250000        0.847796        0.020144
15.255000        0.847897        0.020132
15.260000        0.847997        0.020120
15.265000        0.848098        0.020108
15.270000        0.848198        0.020096
15.275000        0.848299        0.020085
15.280000        0.848399        0.020073
15.285000        0.848500        0.020061
15.290000        0.848600        0.020049
15.295000        0.848700        0.020037
15.300000        0.848800        0.020025
15.305000        0.848900        0.020013
15.310000        0.849000        0.020001
15.315000        0.849100        0.019989
15.320000        0.849200        0.019977
15.325000        0.849300        0.019965
15.330000        0.849400        0.019953
15.335000        0.849499        0.019941
15.340000        0.849599        0.019929
15.345000        0.849699        0.019917
15.350000        0.849798        0.019906
15.355000        0.849898        0.019894
15.360000        0.849997        0.019882
15.365000        0.850096        0.019870
15.370000        0.850196        0.019858
15.375000        0.850295        0.019846
15.380000        0.850394        0.019834
15.385000        0.850493        0.019823
15.390000        0.850592        0.019811
15.395000        0.850691        0.019799
15.400000        0.850790        0.019787
15.405000        0.850889        0.019775
15.410000        0.850988        0.019763
15.415000        0.851087        0.019752
15.420000        0.851185        0.019740
15.425000        0.851284        0.019728
15.430000        0.851382        0.019716
15.435000        0.851481        0.019704
15.440000        0.851579        0.019693
15.445000        0.851678        0.019681
15.450000        0.851776        0.019669
15.455000        0.851874        0.019657
15.460000        0.851973        0.019645
15.465000        0.852071        0.019634
15.470000        0.852169        0.019622
15.475000        0.852267        0.019610
15.480000        0.852365        0.019598
15.485000        0.852463        0.019587
15.490000        0.852561        0.019575
15.495000        0.852659        0.019563
15.500000        0.852756        0.019551
15.505000        0.852854        0.019540
15.510000        0.852952        0.019528
15.515000        0.853049        0.019516
15.520000        0.853147        0.019505
15.525000        0.853244        0.019493
15.530000        0.853342        0.019481
15.535000        0.853439        0.019470
15.540000        0.853536        0.019458
15.545000        0.853634        0.019446
15.550000        0.853731        0.019434
15.555000        0.853828        0.019423
15.560000        0.853925        0.019411
15.565000        0.854022        0.019399
15.570000        0.854119        0.019388
15.575000        0.854216        0.019376
15.580000        0.854313        0.019365
15.585000        0.854409        0.019353
15.590000        0.854506        0.019341
15.595000        0.854603        0.019330
15.600000        0.854699        0.019318
15.605000        0.854796        0.019306
15.610000        0.854892        0.019295
15.615000        0.854989        0.019283
15.620000        0.855085        0.019272
15.625000        0.855181        0.019260
15.630000        0.855278        0.019248
15.635000        0.855374        0.019237
15.640000        0.855470        0.019225
15.645000        0.855566        0.019214
15.650000        0.855662        0.019202
15.655000        0.855758        0.019191
15.660000        0.855854        0.019179
15.665000        0.855950        0.019168
15.670000        0.856045        0.019156
15.675000        0.856141        0.019144
15.680000        0.856237        0.019133
15.685000        0.856332        0.019121
15.690000        0.856428        0.019110
15.695000        0.856523        0.019098
15.700000        0.856619        0.019087
15.705000        0.856714        0.019075
15.710000        0.856810        0.019064
15.715000        0.856905        0.019052
15.720000        0.857000        0.019041
15.725000        0.857095        0.019029
15.730000        0.857190        0.019018
15.735000        0.857285        0.019006
15.740000        0.857380        0.018995
15.745000        0.857475        0.018983
15.750000        0.857570        0.018972
15.755000        0.857665        0.018961
15.760000        0.857760        0.018949
15.765000        0.857854        0.018938
15.770000        0.857949        0.018926
15.775000        0.858044        0.018915
15.780000        0.858138        0.018903
15.785000        0.858233        0.018892
15.790000        0.858327        0.018881
15.795000        0.858421        0.018869
15.800000        0.858516        0.018858
15.805000        0.858610        0.018846
15.810000        0.858704        0.018835
15.815000        0.858798        0.018824
15.820000        0.858892        0.018812
15.825000        0.858986        0.018801
15.830000        0.859080        0.018789
15.835000        0.859174        0.018778
15.840000        0.859268        0.018767
15.845000        0.859362        0.018755
15.850000        0.859455        0.018744
15.855000        0.859549        0.018733
15.860000        0.859643        0.018721
15.865000        0.859736        0.018710
15.870000        0.859830        0.018699
15.875000        0.859923        0.018687
15.880000        0.860016        0.018676
15.885000        0.860110        0.018665
15.890000        0.860203        0.018653
15.895000        0.860296        0.018642
15.900000        0.860389        0.018631
15.905000        0.860482        0.018620
15.910000        0.860576        0.018608
15.915000        0.860669        0.018597
15.920000        0.860761        0.018586
15.925000        0.860854        0.018574
15.930000        0.860947        0.018563
15.935000        0.861040        0.018552
15.940000        0.861133        0.018541
15.945000        0.861225        0.018529
15.950000        0.861318        0.018518
15.955000        0.861410        0.018507
15.960000        0.861503        0.018496
15.965000        0.861595        0.018485
15.970000        0.861688        0.018473
15.975000        0.861780        0.018462
15.980000        0.861872        0.018451
15.985000        0.861964        0.018440
15.990000        0.862057        0.018429
15.995000        0.862149        0.018417
16.000000        0.862241        0.018406
16.005000        0.862333        0.018395
16.010000        0.862425        0.018384
16.015000        0.862516        0.018373
16.020000        0.862608        0.018361
16.025000        0.862700        0.018350
16.030000        0.862792        0.018339
16.035000        0.862883        0.018328
16.040000        0.862975        0.018317
16.045000        0.863066        0.018306
16.050000        0.863158        0.018295
16.055000        0.863249        0.018283
16.060000        0.863341        0.018272
16.065000        0.863432        0.018261
16.070000        0.863523        0.018250
16.075000        0.863614        0.018239
16.080000        0.863706        0.018228
16.085000        0.863797        0.018217
16.090000        0.863888        0.018206
16.095000        0.863979        0.018195
16.100000        0.864070        0.018184
16.105000        0.864160        0.018173
16.110000        0.864251        0.018161
16.115000        0.864342        0.018150
16.120000        0.864433        0.018139
16.125000        0.864523        0.018128
16.130000        0.864614        0.018117
16.135000        0.864704        0.018106
16.140000        0.864795        0.018095
16.145000        0.864885        0.018084
16.150000        0.864976        0.018073
16.155000        0.865066        0.018062
16.160000        0.865156        0.018051
16.165000        0.865246        0.018040
16.170000        0.865337        0.018029
16.175000        0.865427        0.018018
16.180000        0.865517        0.018007
16.185000        0.865607        0.017996
16.190000        0.865697        0.017985
16.195000        0.865787        0.017974
16.200000        0.865876        0.017963
16.205000        0.865966        0.017952
16.210000        0.866056        0.017941
16.215000        0.866145        0.017930
16.220000        0.866235        0.017919
16.225000        0.866325        0.017908
16.230000        0.866414        0.017897
16.235000        0.866504        0.017887
16.240000        0.866593        0.017876
16.245000        0.866682        0.017865
16.250000        0.866771        0.017854
16.255000        0.866861        0.017843
16.260000        0.866950        0.017832
16.265000        0.867039        0.017821
16.270000        0.867128        0.017810
16.275000        0.867217        0.017799
16.280000        0.867306        0.017788
16.285000        0.867395        0.017777
16.290000        0.867484        0.017767
16.295000        0.867572        0.017756
16.300000        0.867661        0.017745
16.305000        0.867750        0.017734
16.310000        0.867838        0.017723
16.315000        0.867927        0.017712
16.320000        0.868016        0.017701
16.325000        0.868104        0.017691
16.330000        0.868192        0.017680
16.335000        0.868281        0.017669
16.340000        0.868369        0.017658
16.345000        0.868457        0.017647
16.350000        0.868545        0.017637
16.355000        0.868634        0.017626
16.360000        0.868722        0.017615
16.365000        0.868810        0.017604
16.370000        0.868898        0.017593
16.375000        0.868986        0.017583
16.380000        0.869073        0.017572
16.385000        0.869161        0.017561
16.390000        0.869249        0.017550
16.395000        0.869337        0.017539
16.400000        0.869424        0.017529
16.405000        0.869512        0.017518
16.410000        0.869599        0.017507
16.415000        0.869687        0.017497
16.420000        0.869774        0.017486
16.425000        0.869862        0.017475
16.430000        0.869949        0.017464
16.435000        0.870036        0.017454
16.440000        0.870124        0.017443
16.445000        0.870211        0.017432
16.450000        0.870298        0.017421
16.455000        0.870385        0.017411
16.460000        0.870472        0.017400
16.465000        0.870559        0.017389
16.470000        0.870646        0.017379
16.475000        0.870733        0.017368
16.480000        0.870819        0.017357
16.485000        0.870906        0.017347
16.490000        0.870993        0.017336
16.495000        0.871079        0.017325
16.500000        0.871166        0.017315
16.505000        0.871252        0.017304
16.510000        0.871339        0.017293
16.515000        0.871425        0.017283
16.520000        0.871512        0.017272
16.525000        0.871598        0.017262
16.530000        0.871684        0.017251
16.535000        0.871770        0.017240
16.540000        0.871857        0.017230
16.545000        0.871943        0.017219
16.550000        0.872029        0.017209
16.555000        0.872115        0.017198
16.560000        0.872201        0.017187
16.565000        0.872287        0.017177
16.570000        0.872372        0.017166
16.575000        0.872458        0.017156
16.580000        0.872544        0.017145
16.585000        0.872630        0.017135
16.590000        0.872715        0.017124
16.595000        0.872801        0.017113
16.600000        0.872886        0.017103
16.605000        0.872972        0.017092
16.610000        0.873057        0.017082
16.615000        0.873142        0.017071
16.620000        0.873228        0.017061
16.625000        0.873313        0.017050
16.630000        0.873398        0.017040
16.635000        0.873483        0.017029
16.640000        0.873568        0.017019
16.645000        0.873654        0.017008
16.650000        0.873739        0.016998
16.655000        0.873823        0.016987
16.660000        0.873908        0.016977
16.665000        0.873993        0.016966
16.670000        0.874078        0.016956
16.675000        0.874163        0.016945
16.680000        0.874247        0.016935
16.685000        0.874332        0.016924
16.690000        0.874417        0.016914
16.695000        0.874501        0.016904
16.700000        0.874586        0.016893
16.705000        0.874670        0.016883
16.710000        0.874754        0.016872
16.715000        0.874839        0.016862
16.720000        0.874923        0.016851
16.725000        0.875007        0.016841
16.730000        0.875091        0.016831
16.735000        0.875175        0.016820
16.740000        0.875259        0.016810
16.745000        0.875343        0.016799
16.750000        0.875427        0.016789
16.755000        0.875511        0.016779
16.760000        0.875595        0.016768
16.765000        0.875679        0.016758
16.770000        0.875763        0.016748
16.775000        0.875846        0.016737
16.780000        0.875930        0.016727
16.785000        0.876013        0.016716
16.790000        0.876097        0.016706
16.795000        0.876180        0.016696
16.800000        0.876264        0.016685
16.805000        0.876347        0.016675
16.810000        0.876431        0.016665
16.815000        0.876514        0.016654
16.820000        0.876597        0.016644
16.825000        0.876680        0.016634
16.830000        0.876763        0.016624
16.835000        0.876846        0.016613
16.840000        0.876929        0.016603
16.845000        0.877012        0.016593
16.850000        0.877095        0.016582
16.855000        0.877178        0.016572
16.860000        0.877261        0.016562
16.865000        0.877344        0.016552
16.870000        0.877426        0.016541
16.875000        0.877509        0.016531
16.880000        0.877592        0.016521
