# Height[km]  Transmittance  Weighting_Function
21.780000        0.937765        0.008767
21.785000        0.937809        0.008761
21.790000        0.937852        0.008755
21.795000        0.937896        0.008749
21.800000        0.937940        0.008743
21.805000        0.937984        0.008738
21.810000        0.938027        0.008732
21.815000        0.938071        0.008726
21.820000        0.938114        0.008720
21.825000        0.938158        0.008714
21.830000        0.938202        0.008708
21.835000        0.938245        0.008703
21.840000        0.938289        0.008697
21.845000        0.938332        0.008691
21.850000        0.938375        0.008685
21.855000        0.938419        0.008679
21.860000        0.938462        0.008674
21.865000        0.938506        0.008668
21.870000        0.938549        0.008662
21.875000        0.938592        0.008656
21.880000        0.938635        0.008650
21.885000        0.938679        0.008645
21.890000        0.938722        0.008639
21.895000        0.938765        0.008633
21.900000        0.938808        0.008627
21.905000        0.938851        0.008622
21.910000        0.938894        0.008616
21.915000        0.938937        0.008610
21.920000        0.938980        0.008604
21.925000        0.939023        0.008599
21.930000        0.939066        0.008593
21.935000        0.939109        0.008587
21.940000        0.939152        0.008581
21.945000        0.939195        0.008576
21.950000        0.939238        0.008570
21.955000        0.939281        0.008564
21.960000        0.939323        0.008558
21.965000        0.939366        0.008553
21.970000        0.939409        0.008547
21.975000        0.939452        0.008541
21.980000        0.939494        0.008536
21.985000        0.939537        0.008530
21.990000        0.939580        0.008524
21.995000        0.939622        0.008518
22.000000        0.939665        0.008513
22.005000        0.939707        0.008507
22.010000        0.939750        0.008501
22.015000        0.939792        0.008496
22.020000        0.939835        0.008490
22.025000        0.939877        0.008484
22.030000        0.939920        0.008479
22.035000        0.939962        0.008473
22.040000        0.940004        0.008467
22.045000        0.940047        0.008462
22.050000        0.940089        0.008456
22.055000        0.940131        0.008450
22.060000        0.940173        0.008445
22.065000        0.940216        0.008439
22.070000        0.940258        0.008433
22.075000        0.940300        0.008428
22.080000        0.940342        0.008422
22.085000        0.940384        0.008416
22.090000        0.940426        0.008411
22.095000        0.940468        0.008405
22.100000        0.940510        0.008400
22.105000        0.940552        0.008394
22.110000        0.940594        0.008388
22.115000        0.940636        0.008383
22.120000        0.940678        0.008377
22.125000        0.940720        0.008371
22.130000        0.940762        0.008366
22.135000        0.940803        0.008360
22.140000        0.940845        0.008355
22.145000        0.940887        0.008349
22.150000        0.940929        0.008343
22.155000        0.940970        0.008338
22.160000        0.941012        0.008332
22.165000        0.941054        0.008327
22.170000        0.941095        0.008321
22.175000        0.941137        0.008316
22.180000        0.941178        0.008310
22.185000        0.941220        0.008304
22.190000        0.941261        0.008299
22.195000        0.941303        0.008293
22.200000        0.941344        0.008288
22.205000        0.941386        0.008282
22.210000        0.941427        0.008277
22.215000        0.941468        0.008271
22.220000        0.941510        0.008266
22.225000        0.941551        0.008260
22.230000        0.941592        0.008254
22.235000        0.941633        0.008249
22.240000        0.941675        0.008243
22.245000        0.941716        0.008238
22.250000        0.941757        0.008232
22.255000        0.941798        0.008227
22.260000        0.941839        0.008221
22.265000        0.941880        0.008216
22.270000        0.941921        0.008210
22.275000        0.941962        0.008205
22.280000        0.942003        0.008199
22.285000        0.942044        0.008194
22.290000        0.942085        0.008188
22.295000        0.942126        0.008183
22.300000        0.942167        0.008177
22.305000        0.942208        0.008172
22.310000        0.942249        0.008166
22.315000        0.942290        0.008161
22.320000        0.942330        0.008155
22.325000        0.942371        0.008150
22.330000        0.942412        0.008144
22.335000        0.942453        0.008139
22.340000        0.942493        0.008134
22.345000        0.942534        0.008128
22.350000        0.942575        0.008123
22.355000        0.942615        0.008117
22.360000        0.942656        0.008112
22.365000        0.942696        0.008106
22.370000        0.942737        0.008101
22.375000        0.942777        0.008095
22.380000        0.942818        0.008090
22.385000        0.942858        0.008085
22.390000        0.942898        0.008079
22.395000        0.942939        0.008074
22.400000        0.942979        0.008068
22.405000        0.943019        0.008063
22.410000        0.943060        0.008057
22.415000        0.943100        0.008052
22.420000        0.943140        0.008047
22.425000        0.943180        0.008041
22.430000        0.943221        0.008036
22.435000        0.943261        0.008030
22.440000        0.943301        0.008025
22.445000        0.943341        0.008020
22.450000        0.943381        0.008014
22.455000        0.943421        0.008009
22.460000        0.943461        0.008004
22.465000        0.943501        0.007998
22.470000        0.943541        0.007993
22.475000        0.943581        0.007987
22.480000        0.943621        0.007982
22.485000        0.943661        0.007977
22.490000        0.943701        0.007971
22.495000        0.943741        0.007966
22.500000        0.943780        0.007961
22.505000        0.943820        0.007955
22.510000        0.943860        0.007950
22.515000        0.943900        0.007945
22.520000        0.943939        0.007939
22.525000        0.943979        0.007934
22.530000        0.944019        0.007929
22.535000        0.944058        0.007923
22.540000        0.944098        0.007918
22.545000        0.944137        0.007913
22.550000        0.944177        0.007907
22.555000        0.944216        0.007902
22.560000        0.944256        0.007897
22.565000        0.944295        0.007891
22.570000        0.944335        0.007886
22.575000        0.944374        0.007881
22.580000        0.944414        0.007875
22.585000        0.944453        0.007870
22.590000        0.944492        0.007865
22.595000        0.944532        0.007860
22.600000        0.944571        0.007854
22.605000        0.944610        0.007849
22.610000        0.944649        0.007844
22.615000        0.944688        0.007838
22.620000        0.944728        0.007833
22.625000        0.944767        0.007828
22.630000        0.944806        0.007823
22.635000        0.944845        0.007817
22.640000        0.944884        0.007812
22.645000        0.944923        0.007807
22.650000        0.944962        0.007802
22.655000        0.945001        0.007796
22.660000        0.945040        0.007791
22.665000        0.945079        0.007786
22.670000        0.945118        0.007781
22.675000        0.945157        0.007775
22.680000        0.945196        0.007770
22.685000        0.945234        0.007765
22.690000        0.945273        0.007760
22.695000        0.945312        0.007754
22.700000        0.945351        0.007749
22.705000        0.945389        0.007744
22.710000        0.945428        0.007739
22.715000        0.945467        0.007734
22.720000        0.945505        0.007728
22.725000        0.945544        0.007723
22.730000        0.945583        0.007718
22.735000        0.945621        0.007713
22.740000        0.945660        0.007708
22.745000        0.945698        0.007702
22.750000        0.945737        0.007697
22.755000        0.945775        0.007692
22.760000        0.945814        0.007687
22.765000        0.945852        0.007682
22.770000        0.945890        0.007677
22.775000        0.945929        0.007671
22.780000        0.945967        0.007666
22.785000        0.946005        0.007661
22.790000        0.946044        0.007656
22.795000        0.946082        0.007651
22.800000        0.946120        0.007646
22.805000        0.946158        0.007640
22.810000        0.946197        0.007635
22.815000        0.946235        0.007630
22.820000        0.946273        0.007625
22.825000        0.946311        0.007620
22.830000        0.946349        0.007615
22.835000        0.946387        0.007610
22.840000        0.946425        0.007604
22.845000        0.946463        0.007599
22.850000        0.946501        0.007594
22.855000        0.946539        0.007589
22.860000        0.946577        0.007584
22.865000        0.946615        0.007579
22.870000        0.946653        0.007574
22.875000        0.946690        0.007569
22.880000        0.946728        0.007564
22.885000        0.946766        0.007558
22.890000        0.946804        0.007553
22.895000        0.946842        0.007548
22.900000        0.946879        0.007543
22.905000        0.946917        0.007538
22.910000        0.946955        0.007533
22.915000        0.946992        0.007528
22.920000        0.947030        0.007523
22.925000        0.947068        0.007518
22.930000        0.947105        0.007513
22.935000        0.947143        0.007508
22.940000        0.947180        0.007503
22.945000        0.947218        0.007498
22.950000        0.947255        0.007492
22.955000        0.947293        0.007487
22.960000        0.947330        0.007482
22.965000        0.947367        0.007477
22.970000        0.947405        0.007472
22.975000        0.947442        0.007467
22.980000        0.947479        0.007462
22.985000        0.947517        0.007457
22.990000        0.947554        0.007452
22.995000        0.947591        0.007447
23.000000        0.947628        0.007442
23.005000        0.947666        0.007437
23.010000        0.947703        0.007432
23.015000        0.947740        0.007427
23.020000        0.947777        0.007422
23.025000        0.947814        0.007417
23.030000        0.947851        0.007412
23.035000        0.947888        0.007407
23.040000        0.947925        0.007402
23.045000        0.947962        0.007397
23.050000        0.947999        0.007392
23.055000        0.948036        0.007387
23.060000        0.948073        0.007382
23.065000        0.948110        0.007377
23.070000        0.948147        0.007372
23.075000        0.948183        0.007367
23.080000        0.948220        0.007362
23.085000        0.948257        0.007357
23.090000        0.948294        0.007352
23.095000        0.948331        0.007347
23.100000        0.948367        0.007342
23.105000        0.948404        0.007337
23.110000        0.948441        0.007332
23.115000        0.948477        0.007327
23.120000        0.948514        0.007322
23.125000        0.948550        0.007317
23.130000        0.948587        0.007313
23.135000        0.948624        0.007308
23.140000        0.948660        0.007303
23.145000        0.948697        0.007298
23.150000        0.948733        0.007293
23.155000        0.948769        0.007288
23.160000        0.948806        0.007283
23.165000        0.948842        0.007278
23.170000        0.948879        0.007273
23.175000        0.948915        0.007268
23.180000        0.948951        0.007263
23.185000        0.948988        0.007258
23.190000        0.949024        0.007253
23.195000        0.949060        0.007249
23.200000        0.949096        0.007244
23.205000        0.949132        0.007239
23.210000        0.949169        0.007234
23.215000        0.949205        0.007229
23.220000        0.949241        0.007224
23.225000        0.949277        0.007219
23.230000        0.949313        0.007214
23.235000        0.949349        0.007209
23.240000        0.949385        0.007205
23.245000        0.949421        0.007200
23.250000        0.949457        0.007195
23.255000        0.949493        0.007190
23.260000        0.949529        0.007185
23.265000        0.949565        0.007180
23.270000        0.949601        0.007175
23.275000        0.949637        0.007171
23.280000        0.949672        0.007166
23.285000        0.949708        0.007161
23.290000        0.949744        0.007156
23.295000        0.949780        0.007151
23.300000        0.949816        0.007146
23.305000        0.949851        0.007141
23.310000        0.949887        0.007137
23.315000        0.949923        0.007132
23.320000        0.949958        0.007127
23.325000        0.949994        0.007122
23.330000        0.950029        0.007117
23.335000        0.950065        0.007113
23.340000        0.950101        0.007108
23.345000        0.950136        0.007103
23.350000        0.950172        0.007098
23.355000        0.950207        0.007093
23.360000        0.950242        0.007088
23.365000        0.950278        0.007084
23.370000        0.950313        0.007079
23.375000        0.950349        0.007074
23.380000        0.950384        0.007069
23.385000        0.950419        0.007065
23.390000        0.950455        0.007060
23.395000        0.950490        0.007055
23.400000        0.950525        0.007050
23.405000        0.950560        0.007045
23.410000        0.950596        0.007041
23.415000        0.950631        0.007036
23.420000        0.950666        0.007031
23.425000        0.950701        0.007026
23.430000        0.950736        0.007022
23.435000        0.950771        0.007017
23.440000        0.950806        0.007012
23.445000        0.950841        0.007007
23.450000        0.950876        0.007003
23.455000        0.950911        0.006998
23.460000        0.950946        0.006993
23.465000        0.950981        0.006988
23.470000        0.951016        0.006984
23.475000        0.951051        0.006979
23.480000        0.951086        0.006974
23.485000        0.951121        0.006969
23.490000        0.951156        0.006965
23.495000        0.951190        0.006960
23.500000        0.951225        0.006955
23.505000        0.951260        0.006951
23.510000        0.951295        0.006946
23.515000        0.951329        0.006941
23.520000        0.951364        0.006936
23.525000        0.951399        0.006932
23.530000        0.951433        0.006927
23.535000        0.951468        0.006922
23.540000        0.951503        0.006918
23.545000        0.951537        0.006913
23.550000        0.951572        0.006908
23.555000        0.951606        0.006904
23.560000        0.951641        0.006899
23.565000        0.951675        0.006894
23.570000        0.951710        0.006890
23.575000        0.951744        0.006885
23.580000        0.951778        0.006880
23.585000        0.951813        0.006876
23.590000        0.951847        0.006871
23.595000        0.951881        0.006866
23.600000        0.951916        0.006862
23.605000        0.951950        0.006857
23.610000        0.951984        0.006852
23.615000        0.952019        0.006848
23.620000        0.952053        0.006843
23.625000        0.952087        0.006838
23.630000        0.952121        0.006834
23.635000        0.952155        0.006829
23.640000        0.952189        0.006825
23.645000        0.952223        0.006820
23.650000        0.952258        0.006815
23.655000        0.952292        0.006811
23.660000        0.952326        0.006806
23.665000        0.952360        0.006801
23.670000        0.952394        0.006797
23.675000        0.952428        0.006792
23.680000        0.952462        0.006788
23.685000        0.952495        0.006783
23.690000        0.952529        0.006778
23.695000        0.952563        0.006774
23.700000        0.952597        0.006769
23.705000        0.952631        0.006765
23.710000        0.952665        0.006760
23.715000        0.952698        0.006755
23.720000        0.952732        0.006751
23.725000        0.952766        0.006746
23.730000        0.952800        0.006742
23.735000        0.952833        0.006737
23.740000        0.952867        0.006733
23.745000        0.952901        0.006728
23.750000        0.952934        0.006723
23.755000        0.952968        0.006719
23.760000        0.953001        0.006714
23.765000        0.953035        0.006710
23.770000        0.953068        0.006705
23.775000        0.953102        0.006701
23.780000        0.953135        0.006696
23.785000        0.953169        0.006691
23.790000        0.953202        0.006687
23.795000        0.953236        0.006682
23.800000        0.953269        0.006678
23.805000        0.953303        0.006673
23.810000        0.953336        0.006669
23.815000        0.953369        0.006664
23.820000        0.953403        0.006660
23.825000        0.953436        0.006655
23.830000        0.953469        0.006651
23.835000        0.953502        0.006646
23.840000        0.953535        0.006642
23.845000        0.953569        0.006637
23.850000        0.953602        0.006633
23.855000        0.953635        0.006628
23.860000        0.953668        0.006624
23.865000        0.953701        0.006619
23.870000        0.953734        0.006615
23.875000        0.953767        0.006610
23.880000        0.953800        0.006606
23.885000        0.953833        0.006601
23.890000        0.953866        0.006597
23.895000        0.953899        0.006592
23.900000        0.953932        0.006588
23.905000        0.953965        0.006583
23.910000        0.953998        0.006579
23.915000        0.954031        0.006574
23.920000        0.954064        0.006570
23.925000        0.954097        0.006565
23.930000        0.954129        0.006561
23.935000        0.954162        0.006556
23.940000        0.954195        0.006552
23.945000        0.954228        0.006548
23.950000        0.954260        0.006543
23.955000        0.954293        0.006539
23.960000        0.954326        0.006534
23.965000        0.954358        0.006530
23.970000        0.954391        0.006525
23.975000        0.954424        0.006521
23.980000        0.954456        0.006516
23.985000        0.954489        0.006512
23.990000        0.954521        0.006508
23.995000        0.954554        0.006503
24.000000        0.954586        0.006499
24.005000        0.954619        0.006494
24.010000        0.954651        0.006490
24.015000        0.954684        0.006485
24.020000        0.954716        0.006481
24.025000        0.954748        0.006477
24.030000        0.954781        0.006472
24.035000        0.954813        0.006468
24.040000        0.954845        0.006463
24.045000        0.954878        0.006459
24.050000        0.954910        0.006455
24.055000        0.954942        0.006450
24.060000        0.954975        0.006446
24.065000        0.955007        0.006442
24.070000        0.955039        0.006437
24.075000        0.955071        0.006433
24.080000        0.955103        0.006428
24.085000        0.955135        0.006424
24.090000        0.955167        0.006420
24.095000        0.955200        0.006415
24.100000        0.955232        0.006411
24.105000        0.955264        0.006407
24.110000        0.955296        0.006402
24.115000        0.955328        0.006398
24.120000        0.955360        0.006393
24.125000        0.955392        0.006389
24.130000        0.955423        0.006385
24.135000        0.955455        0.006380
24.140000        0.955487        0.006376
24.145000        0.955519        0.006372
24.150000        0.955551        0.006367
24.155000        0.955583        0.006363
24.160000        0.955615        0.006359
24.165000        0.955646        0.006354
24.170000        0.955678        0.006350
24.175000        0.955710        0.006346
24.180000        0.955741        0.006341
24.185000        0.955773        0.006337
24.190000        0.955805        0.006333
24.195000        0.955836        0.006328
24.200000        0.955868        0.006324
24.205000        0.955900        0.006320
24.210000        0.955931        0.006316
24.215000        0.955963        0.006311
24.220000        0.955994        0.006307
24.225000        0.956026        0.006303
24.230000        0.956057        0.006298
24.235000        0.956089        0.006294
24.240000        0.956120        0.006290
24.245000        0.956152        0.006286
24.250000        0.956183        0.006281
24.255000        0.956214        0.006277
24.260000        0.956246        0.006273
24.265000        0.956277        0.006268
24.270000        0.956309        0.006264
24.275000        0.956340        0.006260
24.280000        0.956371        0.006256
24.285000        0.956402        0.006251
24.290000        0.956434        0.006247
24.295000        0.956465        0.006243
24.300000        0.956496        0.006239
24.305000        0.956527        0.006234
24.310000        0.956558        0.006230
24.315000        0.956589        0.006226
24.320000        0.956621        0.006222
24.325000        0.956652        0.006217
24.330000        0.956683        0.006213
24.335000        0.956714        0.006209
24.340000        0.956745        0.006205
24.345000        0.956776        0.006200
24.350000        0.956807        0.006196
24.355000        0.956838        0.006192
24.360000        0.956869        0.006188
24.365000        0.956900        0.006184
24.370000        0.956930        0.006179
24.375000        0.956961        0.006175
24.380000        0.956992        0.006171
24.385000        0.957023        0.006167
24.390000        0.957054        0.006162
24.395000        0.957085        0.006158
24.400000        0.957115        0.006154
24.405000        0.957146        0.006150
24.410000        0.957177        0.006146
24.415000        0.957208        0.006141
24.420000        0.957238        0.006137
24.425000        0.957269        0.006133
24.430000        0.957300        0.006129
24.435000        0.957330        0.006125
24.440000        0.957361        0.006121
24.445000        0.957391        0.006116
24.450000        0.957422        0.006112
24.455000        0.957453        0.006108
24.460000        0.957483        0.006104
24.465000        0.957514        0.006100
24.470000        0.957544        0.006096
24.475000        0.957574        0.006091
24.480000        0.957605        0.006087
24.485000        0.957635        0.006083
24.490000        0.957666        0.006079
24.495000        0.957696        0.006075
24.500000        0.957726        0.006071
24.505000        0.957757        0.006066
24.510000        0.957787        0.006062
24.515000        0.957817        0.006058
24.520000        0.957848        0.006054
24.525000        0.957878        0.006050
24.530000        0.957908        0.006046
24.535000        0.957938        0.006042
24.540000        0.957969        0.006038
24.545000        0.957999        0.006033
24.550000        0.958029        0.006029
24.555000        0.958059        0.006025
24.560000        0.958089        0.006021
24.565000        0.958119        0.006017
24.570000        0.958149        0.006013
24.575000        0.958179        0.006009
24.580000        0.958209        0.006005
24.585000        0.958239        0.006001
24.590000        0.958269        0.005996
24.595000        0.958299        0.005992
24.600000        0.958329        0.005988
24.605000        0.958359        0.005984
24.610000        0.958389        0.005980
24.615000        0.958419        0.005976
24.620000        0.958449        0.005972
24.625000        0.958479        0.005968
24.630000        0.958508        0.005964
24.635000        0.958538        0.005960
24.640000        0.958568        0.005956
24.645000        0.958598        0.005952
24.650000        0.958627        0.005948
24.655000        0.958657        0.005943
24.660000        0.958687        0.005939
24.665000        0.958717        0.005935
24.670000        0.958746        0.005931
24.675000        0.958776        0.005927
24.680000        0.958805        0.005923
24.685000        0.958835        0.005919
24.690000        0.958865        0.005915
24.695000        0.958894        0.005911
24.700000        0.958924        0.005907
24.705000        0.958953        0.005903
24.710000        0.958983        0.005899
24.715000        0.959012        0.005895
24.720000        0.959042        0.005891
24.725000        0.959071        0.005887
24.730000        0.959101        0.005883
24.735000        0.959130        0.005879
24.740000        0.959159        0.005875
24.745000        0.959189        0.005871
24.750000        0.959218        0.005867
24.755000        0.959247        0.005863
24.760000        0.959277        0.005859
24.765000        0.959306        0.005855
24.770000        0.959335        0.005851
24.775000        0.959364        0.005847
24.780000        0.959394        0.005843
24.785000        0.959423        0.005839
24.790000        0.959452        0.005835
24.795000        0.959481        0.005831
24.800000        0.959510        0.005827
24.805000        0.959539        0.005823
24.810000        0.959568        0.005819
24.815000        0.959597        0.005815
24.820000        0.959627        0.005811
24.825000        0.959656        0.005807
24.830000        0.959685        0.005803
24.835000        0.959714        0.005799
24.840000        0.959743        0.005795
24.845000        0.959772        0.005791
24.850000        0.959800        0.005787
24.855000        0.959829        0.005783
24.860000        0.959858        0.005779
24.865000        0.959887        0.005775
24.870000        0.959916        0.005771
24.875000        0.959945        0.005767
24.880000        0.959974        0.005763
24.885000        0.960002        0.005759
24.890000        0.960031        0.005755
24.895000        0.960060        0.005752
24.900000        0.960089        0.005748
24.905000        0.960117        0.005744
24.910000        0.960146        0.005740
24.915000        0.960175        0.005736
24.920000        0.960203        0.005732
24.925000        0.960232        0.005728
24.930000        0.960261        0.005724
24.935000        0.960289        0.005720
24.940000        0.960318        0.005716
24.945000        0.960346        0.005712
24.950000        0.960375        0.005708
24.955000        0.960404        0.005705
24.960000        0.960432        0.005701
24.965000        0.960461        0.005697
24.970000        0.960489        0.005693
24.975000        0.960517        0.005689
24.980000        0.960546        0.005685
24.985000        0.960574        0.005681
24.990000        0.960603        0.005677
24.995000        0.960631        0.005673
25.000000        0.960659        0.005669
25.005000        0.960688        0.005666
25.010000        0.960716        0.005662
25.015000        0.960744        0.005658
25.020000        0.960773        0.005654
25.025000        0.960801        0.005650
25.030000        0.960829        0.005646
25.035000        0.960857        0.005642
25.040000        0.960885        0.005638
25.045000        0.960914        0.005635
25.050000        0.960942        0.005631
25.055000        0.960970        0.005627
25.060000        0.960998        0.005623
25.065000        0.961026        0.005619
25.070000        0.961054        0.005615
25.075000        0.961082        0.005612
25.080000        0.961110        0.005608
25.085000        0.961138        0.005604
25.090000        0.961166        0.005600
25.095000        0.961194        0.005596
25.100000        0.961222        0.005592
25.105000        0.961250        0.005588
25.110000        0.961278        0.005585
25.115000        0.961306        0.005581
25.120000        0.961334        0.005577
25.125000        0.961362        0.005573
25.130000        0.961390        0.005569
25.135000        0.961417        0.005566
25.140000        0.961445        0.005562
25.145000        0.961473        0.005558
25.150000        0.961501        0.005554
25.155000        0.961529        0.005550
25.160000        0.961556        0.005547
25.165000        0.961584        0.005543
25.170000        0.961612        0.005539
25.175000        0.961639        0.005535
25.180000        0.961667        0.005531
25.185000        0.961695        0.005528
25.190000        0.961722        0.005524
25.195000        0.961750        0.005520
25.200000        0.961777        0.005516
25.205000        0.961805        0.005512
25.210000        0.961833        0.005509
25.215000        0.961860        0.005505
25.220000        0.961888        0.005501
25.225000        0.961915        0.005497
25.230000        0.961943        0.005494
25.235000        0.961970        0.005490
25.240000        0.961997        0.005486
25.245000        0.962025        0.005482
25.250000        0.962052        0.005478
25.255000        0.962080        0.005475
25.260000        0.962107        0.005471
25.265000        0.962134        0.005467
25.270000        0.962162        0.005463
25.275000        0.962189        0.005460
25.280000        0.962216        0.005456
25.285000        0.962243        0.005452
25.290000        0.962271        0.005449
25.295000        0.962298        0.005445
25.300000        0.962325        0.005441
25.305000        0.962352        0.005437
25.310000        0.962379        0.005434
25.315000        0.962407        0.005430
25.320000        0.962434        0.005426
25.325000        0.962461        0.005422
25.330000        0.962488        0.005419
25.335000        0.962515        0.005415
25.340000        0.962542        0.005411
25.345000        0.962569        0.005408
25.350000        0.962596        0.005404
25.355000        0.962623        0.005400
25.360000        0.962650        0.005396
25.365000        0.962677        0.005393
25.370000        0.962704        0.005389
25.375000        0.962731        0.005385
25.380000        0.962758        0.005382
25.385000        0.962785        0.005378
25.390000        0.962812        0.005374
25.395000        0.962839        0.005371
25.400000        0.962865        0.005367
25.405000        0.962892        0.005363
25.410000        0.962919        0.005360
25.415000        0.962946        0.005356
25.420000        0.962972        0.005352
25.425000        0.962999        0.005348
25.430000        0.963026        0.005345
25.435000        0.963053        0.005341
25.440000        0.963079        0.005337
25.445000        0.963106        0.005334
25.450000        0.963133        0.005330
25.455000        0.963159        0.005327
25.460000        0.963186        0.005323
25.465000        0.963213        0.005319
25.470000        0.963239        0.005316
25.475000        0.963266        0.005312
25.480000        0.963292        0.005308
25.485000        0.963319        0.005305
25.490000        0.963345        0.005301
25.495000        0.963372        0.005297
25.500000        0.963398        0.005294
25.505000        0.963425        0.005290
25.510000        0.963451        0.005286
25.515000        0.963477        0.005283
25.520000        0.963504        0.005279
25.525000        0.963530        0.005276
25.530000        0.963557        0.005272
25.535000        0.963583        0.005268
25.540000        0.963609        0.005265
25.545000        0.963636        0.005261
25.550000        0.963662        0.005257
25.555000        0.963688        0.005254
25.560000        0.963714        0.005250
25.565000        0.963741        0.005247
25.570000        0.963767        0.005243
25.575000        0.963793        0.005239
25.580000        0.963819        0.005236
25.585000        0.963845        0.005232
25.590000        0.963872        0.005229
25.595000        0.963898        0.005225
25.600000        0.963924        0.005221
25.605000        0.963950        0.005218
25.610000        0.963976        0.005214
25.615000        0.964002        0.005211
25.620000        0.964028        0.005207
25.625000        0.964054        0.005204
25.630000        0.964080        0.005200
25.635000        0.964106        0.005196
25.640000        0.964132        0.005193
25.645000        0.964158        0.005189
25.650000        0.964184        0.005186
25.655000        0.964210        0.005182
25.660000        0.964236        0.005179
25.665000        0.964262        0.005175
25.670000        0.964287        0.005171
25.675000        0.964313        0.005168
25.680000        0.964339        0.005164
25.685000        0.964365        0.005161
25.690000        0.964391        0.005157
25.695000        0.964416        0.005154
25.700000        0.964442        0.005150
25.705000        0.964468        0.005147
25.710000        0.964494        0.005143
25.715000        0.964519        0.005140
25.720000        0.964545        0.005136
25.725000        0.964571        0.005132
25.730000        0.964596        0.005129
25.735000        0.964622        0.005125
25.740000        0.964648        0.005122
25.745000        0.964673        0.005118
25.750000        0.964699        0.005115
25.755000        0.964724        0.005111
25.760000        0.964750        0.005108
25.765000        0.964775        0.005104
25.770000        0.964801        0.005101
25.775000        0.964826        0.005097
25.780000        0.964852        0.005094
25.785000        0.964877        0.005090
25.790000        0.964903        0.005087
25.795000        0.964928        0.005083
25.800000        0.964953        0.005080
25.805000        0.964979        0.005076
25.810000        0.965004        0.005073
25.815000        0.965030        0.005069
25.820000        0.965055        0.005066
25.825000        0.965080        0.005062
25.830000        0.965105        0.005059
25.835000        0.965131        0.005055
25.840000        0.965156        0.005052
25.845000        0.965181        0.005048
25.850000        0.965206        0.005045
25.855000        0.965232        0.005041
25.860000        0.965257        0.005038
25.865000        0.965282        0.005035
25.870000        0.965307        0.005031
25.875000        0.965332        0.005028
25.880000        0.965357        0.005024
25.885000        0.965383        0.005021
25.890000        0.965408        0.005017
25.895000        0.965433        0.005014
25.900000        0.965458        0.005010
25.905000        0.965483        0.005007
25.910000        0.965508        0.005003
25.915000        0.965533        0.005000
25.920000        0.965558        0.004997
25.925000        0.965583        0.004993
25.930000        0.965608        0.004990
25.935000        0.965633        0.004986
25.940000        0.965658        0.004983
25.945000        0.965682        0.004979
25.950000        0.965707        0.004976
25.955000        0.965732        0.004973
25.960000        0.965757        0.004969
25.965000        0.965782        0.004966
25.970000        0.965807        0.004962
25.975000        0.965831        0.004959
25.980000        0.965856        0.004955
25.985000        0.965881        0.004952
25.990000        0.965906        0.004949
25.995000        0.965931        0.004945
26.000000        0.965955        0.004942
26.005000        0.965980        0.004938
26.010000        0.966005        0.004935
26.015000        0.966029        0.004932
26.020000        0.966054        0.004928
26.025000        0.966079        0.004925
26.030000        0.966103        0.004921
26.035000        0.966128        0.004918
26.040000        0.966152        0.004915
26.045000        0.966177        0.004911
26.050000        0.966201        0.004908
26.055000        0.966226        0.004905
26.060000        0.966250        0.004901
26.065000        0.966275        0.004898
26.070000        0.966299        0.004894
26.075000        0.966324        0.004891
26.080000        0.966348        0.004888
26.085000        0.966373        0.004884
26.090000        0.966397        0.004881
26.095000        0.966421        0.004878
26.100000        0.966446        0.004874
26.105000        0.966470        0.004871
26.110000        0.966495        0.004868
26.115000        0.966519        0.004864
26.120000        0.966543        0.004861
26.125000        0.966567        0.004857
26.130000        0.966592        0.004854
26.135000        0.966616        0.004851
26.140000        0.966640        0.004847
26.145000        0.966664        0.004844
26.150000        0.966689        0.004841
26.155000        0.966713        0.004837
26.160000        0.966737        0.004834
26.165000        0.966761        0.004831
26.170000        0.966785        0.004827
26.175000        0.966809        0.004824
26.180000        0.966834        0.004821
26.185000        0.966858        0.004817
26.190000        0.966882        0.004814
26.195000        0.966906        0.004811
26.200000        0.966930        0.004807
26.205000        0.966954        0.004804
26.210000        0.966978        0.004801
26.215000        0.967002        0.004798
26.220000        0.967026        0.004794
26.225000        0.967050        0.004791
26.230000        0.967074        0.004788
26.235000        0.967098        0.004784
26.240000        0.967121        0.004781
26.245000        0.967145        0.004778
26.250000        0.967169        0.004774
26.255000        0.967193        0.004771
26.260000        0.967217        0.004768
26.265000        0.967241        0.004765
26.270000        0.967265        0.004761
26.275000        0.967288        0.004758
26.280000        0.967312        0.004755
26.285000        0.967336        0.004751
26.290000        0.967360        0.004748
26.295000        0.967383        0.004745
26.300000        0.967407        0.004742
26.305000        0.967431        0.004738
26.310000        0.967454        0.004735
26.315000        0.967478        0.004732
26.320000        0.967502        0.004729
26.325000        0.967525        0.004725
26.330000        0.967549        0.004722
26.335000        0.967573        0.004719
26.340000        0.967596        0.004716
26.345000        0.967620        0.004712
26.350000        0.967643        0.004709
26.355000        0.967667        0.004706
26.360000        0.967690        0.004703
26.365000        0.967714        0.004699
26.370000        0.967737        0.004696
26.375000        0.967761        0.004693
26.380000        0.967784        0.004690
26.385000        0.967808        0.004686
26.390000        0.967831        0.004683
26.395000        0.967854        0.004680
26.400000        0.967878        0.004677
26.405000        0.967901        0.004673
26.410000        0.967924        0.004670
26.415000        0.967948        0.004667
26.420000        0.967971        0.004664
26.425000        0.967994        0.004661
26.430000        0.968018        0.004657
